ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE,DAY,MONTH,YEAR,MISSION_DATE,City/Town,geometry,In_Land
8007,870,221-52,307th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,39.260665,127.15677571428571,3600N,12515E,19,500 GP,,,,,12000,,Air-aborted due to loss of number 3 engine and oil leak in number 2 engine.,,,9500.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8008,870,221-52,307th Bomb Wing,B-29,1.0,,1.0,,,Jettisoned,,,,39.260665,127.15677571428571,3550N,12510E,20,500 GP,,,,,12000,,Air-aborted due to loss of number 3 engine and oil leak in number 2 engine.,,,10000.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8009,870,221-52,19th Bomb Group,B-29,1.0,,,,,Personnel and supply shelter,,DT 2265,52SDH2265,38.52998,128.10512,,,35,500 GP,Radar,,,Interdiction,,,,0.1,0.01,17500.0,EXETER,8,8,1952,1952-08-08,North Korea,POINT (128.10512 38.52998),True
8010,870,221-52,307th Bomb Wing,B-29,1.0,,,,,Supply and personnel shelter,,"""DT 2770, CT 2770, DT 1375, and DT 1378""",,39.260665,127.15677571428571,,,36,500 GP,Radar,,,Close support,18000,,Good results.,0.1,0.025,18000.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8011,870,221-52,307th Bomb Wing,B-29,10.0,,,,Osan-ni,Marshalling yard,,CU 6315,52SCJ6315,38.97327,127.4185,,,64,500 GP,Shoran radar,,,Interdiction,23500,,"""Post-strike recon showed that at least 180 bombs hit within the target area. At least 24 box cars were either destroyed or severly damaged. The yard was completely disrupted by at least 14 rail cuts which totaled 280 ft, thereby rendering all through lines unserviceable. The supply area adjacent to the yard was completely saturated with hits which resulted in probably severe damage to buildings and supplies in that area. The circular error was: rate 140 ft (S), course 100 ft (L), and CE 160 ft.""",0.1,0.025,32000.0,EXETER,8,8,1952,1952-08-08,Kumphung-ri,POINT (127.4185 38.97327),True
8012,870,221-52,98th Bomb Wing,B-29,1.0,,,,,,,,,39.260665,127.15677571428571,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21700,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8013,870,221-52,307th Bomb Wing,B-29,1.0,1.0,,,,Supply and personnel shelter,,"""DT 2770, CT 2770, DT 1375, and DT 1378""",,39.260665,127.15677571428571,,,3,M-46,Radar,,,Close support,18000,,Good results.,,,750.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8014,870,221-52,307th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,39.260665,127.15677571428571,3600N,12515E,3,M-46,,,,,12000,,Air-aborted due to loss of number 3 engine and oil leak in number 2 engine.,,,750.0,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8015,870,221-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,6,M-46,Radar,,,Interdiction,21700,,,,,1500.0,EXETER,8,8,1952,1952-08-08,Hamhung-si,POINT (127.5856 39.84941),True
8016,870,221-52,19th Bomb Group,B-29,1.0,1.0,,,,Personnel and supply shelter,,DT 2265,52SDH2265,38.52998,128.10512,,,8,M-46,Radar,,,Interdiction,,,,,,2000.0,EXETER,8,8,1952,1952-08-08,North Korea,POINT (128.10512 38.52998),True
8017,870,221-52,307th Bomb Wing,B-29,10.0,1.0,,,Osan-ni,Marshalling yard,,CU 6315,52SCJ6315,38.97327,127.4185,,,30,M-46,Shoran radar,,,Interdiction,23500,,"""Post-strike recon showed that at least 180 bombs hit within the target area. At least 24 box cars were either destroyed or severly damaged. The yard was completely disrupted by at least 14 rail cuts which totaled 280 ft, thereby rendering all through lines unserviceable. The supply area adjacent to the yard was completely saturated with hits which resulted in probably severe damage to buildings and supplies in that area. The circular error was: rate 140 ft (S), course 100 ft (L), and CE 160 ft.""",,,7500.0,EXETER,8,8,1952,1952-08-08,Kumphung-ri,POINT (127.4185 38.97327),True
8018,870,221-52,91st Strategic Recon Sq,RB-29,1.0,,,,Flew a classified mission,,,,,39.260665,127.15677571428571,,,,,,,,Recon,,,,,,,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8019,870,221-52,91st Strategic Recon Sq,RB-45,1.0,,,,"""Accomplished photo-recon of CU 6301, CU 6314, and CU 6833.""",,,,,39.260665,127.15677571428571,,,,,,,,Recon,20000,,Good results.,,,,EXETER,8,8,1952,1952-08-08,Seungjeon-ri,POINT (127.15677571428571 39.260665),True
8020,871,222A-52,98th Bomb Wing,B-29,11.0,1.0,,,,Jettisoned,,NM 2042,,39.28464208333333,127.30345625,,,16,100 GP,,,,,,,Bomb rack malfunction.,,,1600.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8021,871,222A-52,98th Bomb Wing,B-29,11.0,1.0,,,,Jettisoned,,,,39.28464208333333,127.30345625,3520N,13140E,23,100 GP,,,,,,,Release malfunction,,,2300.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8022,871,222A-52,98th Bomb Wing,B-29,1.0,,,,,Last resort target,,XC 6020 and XC 9067,,39.28464208333333,127.30345625,,,82,100 GP,Radar,,,Interdiction,18000,,,,0.01,8200.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8023,871,222A-52,98th Bomb Wing,B-29,1.0,1.0,,,,Last resort target,,XC 6020 and XC 9067,,39.28464208333333,127.30345625,,,87,100 GP,Radar,,,Interdiction,18000,,,,0.01,8700.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8024,871,222A-52,98th Bomb Wing,B-29,1.0,,1.0,,,Jettisoned,,,,39.28464208333333,127.30345625,3433N,13928E,161,100 GP,,,,,,,Air-aborted due to a spark plug that vibrated out of the number 13 cylinder on number 1 engine.,,,16100.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8025,871,222A-52,98th Bomb Wing,B-29,1.0,,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,165,100 GP,Radar,,,Interdiction,19500,,,,,16500.0,EXETER,9,8,1952,1952-08-09,Hamhung-si,POINT (127.5494 39.90302),True
8026,871,222A-52,98th Bomb Wing,B-29,1.0,,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,169,100 GP,Radar,,,Interdiction,19000,,,,0.01,16900.0,EXETER,9,8,1952,1952-08-09,Hamhung-si,POINT (127.5494 39.90302),True
8027,871,222A-52,98th Bomb Wing,B-29,11.0,,,,Pyongyang,Supply area,,YD 3825,51SYD3825,39.04167,125.74992,,,1729,100 GP,Shoran radar,,,Interdiction,21200 - 23500,,,,,172900.0,EXETER,9,8,1952,1952-08-09,P'yŏngyang,POINT (125.74992 39.04167),True
8028,871,222A-52,19th Bomb Group,B-29,1.0,,,,,,,"""DT 2979, DT 3063, and DT 1379""",,39.28464208333333,127.30345625,,,35,500 GP,Radar,,,Close support,17600,,Uknown to good results.,0.1,0.01,17500.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8029,871,222A-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,M-46,Radar,,,Interdiction,19500,,,,,750.0,EXETER,9,8,1952,1952-08-09,Hamhung-si,POINT (127.5494 39.90302),True
8030,871,222A-52,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,39.28464208333333,127.30345625,3433N,13928E,3,M-46,,,,,,,Air-aborted due to a spark plug that vibrated out of the number 13 cylinder on number 1 engine.,,,750.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8031,871,222A-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,M-46,Radar,,,Interdiction,19000,,,,,750.0,EXETER,9,8,1952,1952-08-09,Hamhung-si,POINT (127.5494 39.90302),True
8032,871,222A-52,98th Bomb Wing,B-29,1.0,1.0,,,,Last resort target,,XC 6020 and XC 9067,,39.28464208333333,127.30345625,,,3,M-46,Radar,,,Interdiction,18000,,,,,750.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8033,871,222A-52,19th Bomb Group,B-29,1.0,1.0,,,,,,"""DT 2979, DT 3063, and DT 1379""",,39.28464208333333,127.30345625,,,8,M-46,Radar,,,Close support,17600,,Uknown to good results.,,,2000.0,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8034,871,222A-52,98th Bomb Wing,B-29,11.0,1.0,,,Pyongyang,Supply area,,YD 3825,51SYD3825,39.04167,125.74992,,,33,M-46,Shoran radar,,,Interdiction,21200 - 23500,,,,,8250.0,EXETER,9,8,1952,1952-08-09,P'yŏngyang,POINT (125.74992 39.04167),True
8035,871,222A-52,91st Strategic Recon Sq,,0.0,,1.0,,,,,,,39.28464208333333,127.30345625,,,,,,,,,,,Aircraft ground-aborted.,,,,EXETER,9,8,1952,1952-08-09,Okpyeong,POINT (127.30345625 39.28464208333333),True
8036,872,223-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,500 GP,Shoran radar,,,Interdiction,23000,,Good results,0.01,0.01,1500.0,EXETER,10,8,1952,1952-08-10,Hamhung-si,POINT (127.5494 39.90302),True
8037,872,223-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,3,500 GP,Shoran radar,,,Interdiction,23000,,Good results,0.01,0.01,1500.0,EXETER,10,8,1952,1952-08-10,Hamhung-si,POINT (127.5856 39.84941),True
8038,872,223-52,19th Bomb Group,B-29,1.0,,,,Chinnampo,Marshalling yard,,YC 1089,51SYC1089,38.72472,125.41568,,,35,500 GP,Shoran radar,,,Shoran evaluation,19000,,Unknown to good results.,0.01,0.01,17500.0,EXETER,10,8,1952,1952-08-10,Nampo,POINT (125.41568 38.72472),True
8039,872,223-52,19th Bomb Group,B-29,1.0,,,,,Last resort target,,,,39.263819375,127.18029625,,,39,500 GP,Radar,,,Close support,14900,,,0.1,0.01,19500.0,EXETER,10,8,1952,1952-08-10,Inheung-ri,POINT (127.18029625 39.263819375),True
8040,872,223-52,98th Bomb Wing,B-29,1.0,,,,,,,,,39.263819375,127.18029625,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23000,,Fuzed to discharge leaflets 1000 ft above the terrain. Good results.,,,16000.0,EXETER,10,8,1952,1952-08-10,Inheung-ri,POINT (127.18029625 39.263819375),True
8041,872,223-52,19th Bomb Group,B-29,1.0,,,,,Last resort target,,,,39.263819375,127.18029625,,,2,M-46,Radar,,,Close support,14900,,,0.1,0.01,500.0,EXETER,10,8,1952,1952-08-10,Inheung-ri,POINT (127.18029625 39.263819375),True
8042,872,223-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,M-46,Shoran radar,,,Interdiction,23000,,Good results,,,750.0,EXETER,10,8,1952,1952-08-10,Hamhung-si,POINT (127.5494 39.90302),True
8043,872,223-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,3,M-46,Shoran radar,,,Interdiction,23000,,Good results,,,750.0,EXETER,10,8,1952,1952-08-10,Hamhung-si,POINT (127.5856 39.84941),True
8044,872,223-52,19th Bomb Group,B-29,1.0,1.0,,,Chinnampo,Marshalling yard,,YC 1089,51SYC1089,38.72472,125.41568,,,8,M-46,Shoran radar,,,Shoran evaluation,19000,,Unknown to good results.,,,2000.0,EXETER,10,8,1952,1952-08-10,Nampo,POINT (125.41568 38.72472),True
8045,872,223-52,91st Strategic Recon Sq,RB-45,1.0,,1.0,,,,,,,39.263819375,127.18029625,,,,,,,,,,,Air-aborted due to mechanical trouble during take-off.,,,,EXETER,10,8,1952,1952-08-10,Inheung-ri,POINT (127.18029625 39.263819375),True
8046,873,224-52,19th Bomb Group,B-29,19.0,1.0,,,,Jettisoned,,,,39.30569861111111,126.90451944444446,2945N,12738E,2,500 GP,,,,,,,,,,1000.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8047,873,224-52,98th Bomb Wing,B-29,3.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,9,500 GP,Shoran radar,,,Interdiction,21700 - 22500,,,0.01,0.01,4500.0,EXETER,11,8,1952,1952-08-11,Hamhung-si,POINT (127.5494 39.90302),True
8048,873,224-52,98th Bomb Wing,B-29,3.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,9,500 GP,Shoran radar,,,Interdiction,21700 - 22500,,,0.01,0.01,4500.0,EXETER,11,8,1952,1952-08-11,Hamhung-si,POINT (127.5856 39.84941),True
8050,873,224-52,19th Bomb Group,B-29,1.0,,,,,Last resort target,,,,39.30569861111111,126.90451944444446,,,39,500 GP,Radar,,,Interdiction,11500,,,0.1,0.01,19500.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8051,873,224-52,19th Bomb Group,B-29,1.0,,1.0,,Tori-Shima,Jettisoned,,,,39.30569861111111,126.90451944444446,,,39,500 GP,,,,,,,Air-aborted due to number 3 engine failure.,,,19500.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8052,873,224-52,19th Bomb Group,B-29,19.0,,,,Hokusen,Steel mill,,CU 4658,52SCJ4658,39.35774,127.21256,,,746,500 GP,Shoran radar,,,Interdiction,18800 - 22000,,Crew reported results from unknown to excellent.,0.1,0.01,373000.0,EXETER,11,8,1952,1952-08-11,Chonnae-up,POINT (127.21256 39.35774),True
8053,873,224-52,98th Bomb Wing,B-29,3.0,,,,,,,,,39.30569861111111,126.90451944444446,,,96,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21700 - 22500,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,48000.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8054,873,224-52,19th Bomb Group,B-29,1.0,1.0,,,Tori-Shima,Jettisoned,,,,39.30569861111111,126.90451944444446,,,2,M-46,,,,,,,Air-aborted due to number 3 engine failure.,,,500.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8055,873,224-52,19th Bomb Group,B-29,1.0,1.0,,,,Last resort target,,,,39.30569861111111,126.90451944444446,,,3,M-46,Radar,,,Interdiction,11500,,,,,750.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8056,873,224-52,307th Bomb Wing,B-29,1.0,1.0,,,,,,DT 2051 and DT 1560,,39.30569861111111,126.90451944444446,,,4,M-46,Radar,,,Close support,17000,,,,,1000.0,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8057,873,224-52,98th Bomb Wing,B-29,3.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,9,M-46,Shoran radar,,,Interdiction,21700 - 22500,,,,,2250.0,EXETER,11,8,1952,1952-08-11,Hamhung-si,POINT (127.5494 39.90302),True
8058,873,224-52,98th Bomb Wing,B-29,3.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,9,M-46,Shoran radar,,,Interdiction,21700 - 22500,,,,,2250.0,EXETER,11,8,1952,1952-08-11,Hamhung-si,POINT (127.5856 39.84941),True
8059,873,224-52,19th Bomb Group,B-29,19.0,1.0,,,Hokusen,Steel mill,,CU 4658,52SCJ4658,39.35774,127.21256,,,41,M-46,Shoran radar,,,Interdiction,18800 - 22000,,Crew reported results from unknown to excellent.,,,10250.0,EXETER,11,8,1952,1952-08-11,Chonnae-up,POINT (127.21256 39.35774),True
8060,873,224-52,91st Strategic Recon Sq,RB-29,1.0,,1.0,,,,,,,39.30569861111111,126.90451944444446,,,,,,,,Recon,,,Air-aborted,,,,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8061,873,224-52,91st Strategic Recon Sq,RB-45,1.0,,,,"""Accomplished photo-recon of DV 5442, DV 1231, and CV 9617""",,,,,39.30569861111111,126.90451944444446,,,,,,,,Recon,23000,,Estimated as good results.,,,,EXETER,11,8,1952,1952-08-11,Kowon County,POINT (126.90451944444446 39.30569861111111),True
8062,874,225-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,500 GP,Visual,,,Interdiction,21800,,,0.01,0.01,1500.0,EXETER,12,8,1952,1952-08-12,Hamhung-si,POINT (127.5494 39.90302),True
8063,874,225-52,98th Bomb Wing,B-29,1.0,1.0,,,,Truck convoy,,CV 7813,52SCK7813,39.85827,127.57373,,,3,500 GP,Visual,,,Interdiction,21800,,,0.01,0.01,1500.0,EXETER,12,8,1952,1952-08-12,Hamhung-si,POINT (127.57373 39.85827),True
8064,874,225-52,98th Bomb Wing,B-29,1.0,,,,,,,,,39.3749578125,126.797358125,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21800,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000.0,EXETER,12,8,1952,1952-08-12,Kowon County,POINT (126.797358125 39.3749578125),True
8065,874,225-52,98th Bomb Wing,B-29,1.0,1.0,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302,127.5494,,,3,M-46,Visual,,,Interdiction,21800,,,,,750.0,EXETER,12,8,1952,1952-08-12,Hamhung-si,POINT (127.5494 39.90302),True
8066,874,225-52,98th Bomb Wing,B-29,1.0,1.0,,,,Truck convoy,,CV 7813,52SCK7813,39.85827,127.57373,,,3,M-46,Visual,,,Interdiction,21800,,,,,750.0,EXETER,12,8,1952,1952-08-12,Hamhung-si,POINT (127.57373 39.85827),True
8067,875,226A-52,307th Bomb Wing,B-29,25.0,1.0,,,,Jettisoned,,BS 4050,52SBG4050,37.46034,126.06039,,,7,100 GP,,,,,,,Bomb rack malfunction,,,700.0,EXETER,13,8,1952,1952-08-13,North Korea,POINT (126.06039 37.46034),False
8068,875,226A-52,307th Bomb Wing,B-29,25.0,1.0,,,Anak,Supply center,,YC 1765,51SYC1765,38.50695,125.48865,,,892,100 GP,Shoran radar,,,Interdiction,18800 - 20400,,"""Supply center was struck by more than 400 bombs which destroyed or severly damaged at least 70% of the buildings in the target area. At least 383 buildings totaling 288000 sq ft were completely destroyed and no less than 50 buildings, totaling 37600 ft were severely damaged. The circular error was: rate 198 ft (S), course 95 ft (L), CE 210 ft.""",0.1,,89200.0,EXETER,13,8,1952,1952-08-13,Anak-up,POINT (125.48865 38.50695),True
8069,875,226A-52,98th Bomb Wing,B-29,1.0,,,,,,,"""CT 0936, CT 1426, and CT 1640""",,39.357216071428574,126.82104357142856,,,36,500 GP,Radar,,,Close support,17500,,,0.01,0.01,18000.0,EXETER,13,8,1952,1952-08-13,Kowon County,POINT (126.82104357142856 39.357216071428574),True
8070,875,226A-52,307th Bomb Wing,B-29,25.0,,,,Anak,Supply center,,YC 1765,51SYC1765,38.50695,125.48865,,,744,500 GP,Shoran radar,,,Interdiction,18800 - 20400,,"""Supply center was struck by more than 400 bombs which destroyed or severly damaged at least 70% of the buildings in the target area. At least 383 buildings totaling 288000 sq ft were completely destroyed and no less than 50 buildings, totaling 37600 ft were severely damaged. The circular error was: rate 198 ft (S), course 95 ft (L), CE 210 ft.""",0.1,0.01,372000.0,EXETER,13,8,1952,1952-08-13,Anak-up,POINT (125.48865 38.50695),True
8071,875,226A-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,"""CT 0936, CT 1426, and CT 1640""",,39.357216071428574,126.82104357142856,,,12,M-46,Radar,,,Close support,17500,,,,,3000.0,EXETER,13,8,1952,1952-08-13,Kowon County,POINT (126.82104357142856 39.357216071428574),True
8072,875,226A-52,307th Bomb Wing,B-29,25.0,1.0,,,Anak,Supply center,,YC 1765,51SYC1765,38.50695,125.48865,,,51,M-46,Shoran radar,,,Interdiction,18800 - 20400,,"""Supply center was struck by more than 400 bombs which destroyed or severly damaged at least 70% of the buildings in the target area. At least 383 buildings totaling 288000 sq ft were completely destroyed and no less than 50 buildings, totaling 37600 ft were severely damaged. The circular error was: rate 198 ft (S), course 95 ft (L), CE 210 ft.""",,,12750.0,EXETER,13,8,1952,1952-08-13,Anak-up,POINT (125.48865 38.50695),True
8073,875,226A-52,91st Strategic Recon Sq,RB-29,1.0,,,,Accomplished photo-recon of YC 1764.,,,,,39.357216071428574,126.82104357142856,,,,,,,,Recon,24000,,Results estimated as good.,,,,EXETER,13,8,1952,1952-08-13,Kowon County,POINT (126.82104357142856 39.357216071428574),True
8074,875,226A-52,91st Strategic Recon Sq,RB-45,1.0,,,,"""Accomplished photo-recon of CU 4763, CV 8511, CV 8208, CV 8010, and CV 5191.""",,,,,39.357216071428574,126.82104357142856,,,,,,,,Recon,20000 - 21000,,Results estimated as good.,,,,EXETER,13,8,1952,1952-08-13,Kowon County,POINT (126.82104357142856 39.357216071428574),True
8075,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,YC 1090,51SYC1090,38.73373,125.41599,,,3,500 GP,Shoran radar,,,Interdiction,23200,,Good results,0.01,0.01,1500.0,EXETER,14,8,1952,1952-08-14,Nampo,POINT (125.41599 38.73373),True
8076,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,YC 2890,51SYC2890,38.72927,125.62288,,,3,500 GP,Shoran radar,,,Interdiction,23200,,Good results,0.01,0.01,1500.0,EXETER,14,8,1952,1952-08-14,Songnim-si,POINT (125.62288 38.72927),True
8077,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,LL8402,,39.32035227272728,126.81308454545454,,,6,500 GP,,,,,,,Air-aborted due to engine failure,,,3000.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8078,876,227-52,98th Bomb Wing,B-29,1.0,,,,,,,"""CT 6855, CT 6854, CT 6754, and CT 6654""",,39.32035227272728,126.81308454545454,,,36,500 GP,Radar,,,Close support,17500,,,,,18000.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8079,876,227-52,98th Bomb Wing,B-29,1.0,,,,,,,,,39.32035227272728,126.81308454545454,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23200,,Fuzed to discharge leaflets 1000 ft above the terrain. Good results.,,,16000.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8080,876,227-52,98th Bomb Wing,B-29,1.0,,1.0,,,Returned,,LL8402,,39.32035227272728,126.81308454545454,,,32,M16-A1 Leaflet Bomb,,,,,,,Air-aborted due to engine failure,,,16000.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8081,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,YC 1090,51SYC1090,38.73373,125.41599,,,3,M-46,Shoran radar,,,Interdiction,23200,,Good results,,,750.0,EXETER,14,8,1952,1952-08-14,Nampo,POINT (125.41599 38.73373),True
8082,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,YC 2890,51SYC2890,38.72927,125.62288,,,3,M-46,Shoran radar,,,Interdiction,23200,,Good results,,,750.0,EXETER,14,8,1952,1952-08-14,Songnim-si,POINT (125.62288 38.72927),True
8083,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,LL8402,,39.32035227272728,126.81308454545454,,,6,M-46,,,,,,,Air-aborted due to engine failure,,,1500.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8084,876,227-52,98th Bomb Wing,B-29,1.0,1.0,,,,,,"""CT 6855, CT 6854, CT 6754, and CT 6654""",,39.32035227272728,126.81308454545454,,,12,M-46,Radar,,,Close support,17500,,,,,3000.0,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8085,876,227-52,91st Strategic Recon Sq,RB-45,1.0,,,,Accomplished photo-recon of FB 0777.,,,,,39.32035227272728,126.81308454545454,,,,,,,,Recon,16000,,Results estimated as good.,,,,EXETER,14,8,1952,1952-08-14,Kowon County,POINT (126.81308454545454 39.32035227272728),True
8086,877,228A-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,6,500 GP,Shoran radar,,,Interdiction,22500,,,0.01,0.01,3000.0,EXETER,15,8,1952,1952-08-15,Hamhung-si,POINT (127.5856 39.84941),True
8087,877,228A-52,98th Bomb Wing,B-29,1.0,,,,,,,,,39.2181385,126.26492699999996,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,22500,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000.0,EXETER,15,8,1952,1952-08-15,North Korea,POINT (126.26492699999996 39.2181385),True
8089,877,228A-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,3,M-46,Shoran radar,,,Interdiction,22500,,,,,750.0,EXETER,15,8,1952,1952-08-15,Hamhung-si,POINT (127.5856 39.84941),True
8090,877,228A-52,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,39.2181385,126.26492699999996,3513N,13915E,9,M-46,,,,,,,,,,2250.0,EXETER,15,8,1952,1952-08-15,North Korea,POINT (126.26492699999996 39.2181385),True
8091,877,228A-52,91st Strategic Recon Sq,RB-45,1.0,,,,"""Accomplished photo-recon of CU 4758, CU 5844, and CU 7531.""",,,,,39.2181385,126.26492699999996,,,,,,,,Recon,20000,,Results estimated as good.,,,,EXETER,15,8,1952,1952-08-15,North Korea,POINT (126.26492699999996 39.2181385),True
8092,878,229-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941,127.5856,,,6,500 GP,Shoran radar,,,Interdiction,22200,,,0.01,0.01,3000.0,EXETER,16,8,1952,1952-08-16,Hamhung-si,POINT (127.5856 39.84941),True
